id,price,total_sqft,site_location,size,availability
2441,45,1055,Sadashiv Peth,2,1
2493,45,745,Sadashiv Peth,2,0
2939,48,965,Sadashiv Peth,3,1
2950,48,580,Sadashiv Peth,1,0
3002,48,1300,Sadashiv Peth,3,1
3005,48,1350,Sadashiv Peth,3,1
3042,48.5,1473,Sadashiv Peth,3,1
3043,48.5,457,Sadashiv Peth,1,1
3052,48.7,980,Sadashiv Peth,2,1
3073,49,1235,Sadashiv Peth,3,1
3333,50,1205,Sadashiv Peth,1,0
3527,51.46,1146,Sadashiv Peth,3,1
3606,52,850,Sadashiv Peth,2,0
3734,52.8,1100,Sadashiv Peth,2,0
3759,53,955,Sadashiv Peth,2,0
3866,54,980,Sadashiv Peth,2,0
4037,55,950,Sadashiv Peth,2,0
4303,56,860,Sadashiv Peth,2,0
4358,56,730,Sadashiv Peth,2,0
4503,57,585,Sadashiv Peth,1,0
4592,58,705,Sadashiv Peth,1,1
5023,60,765,Sadashiv Peth,2,0
5114,60,1150,Sadashiv Peth,2,0
5135,60.9,940,Sadashiv Peth,2,0
5279,62,1062,Sadashiv Peth,2,1
5365,63,1154,Sadashiv Peth,2,0
5442,64,750,Sadashiv Peth,2,0
5485,64.62,1835,Sadashiv Peth,3,0
5586,65,1350,Sadashiv Peth,3,0
5626,65,1501,Sadashiv Peth,3,1
5727,65,585,Sadashiv Peth,1,0
5738,65,520,Sadashiv Peth,1,0
5836,66,1035,Sadashiv Peth,2,1
5992,67.5,1155,Sadashiv Peth,2,1
6008,68,1103,Sadashiv Peth,2,0
6065,68,637,Sadashiv Peth,1,0
6106,68,575,Sadashiv Peth,1,0
6113,68,950,Sadashiv Peth,3,0
6200,69,644,Sadashiv Peth,1,1
6263,70,1155,Sadashiv Peth,2,1
162,20,1505,Sahakar Nagar,3,0
273,25,2800,Sahakar Nagar,4,0
314,25.4,1665,Sahakar Nagar,3,0
396,27,700,Sahakar Nagar,2,0
575,30,650,Sahakar Nagar,1,0
680,32,685,Sahakar Nagar,1,1
831,33.84,1098,Sahakar Nagar,2,0
844,34,650,Sahakar Nagar,1,0
881,34.5,1630,Sahakar Nagar,3,0
909,35,1040,Sahakar Nagar,2,0
998,35,750,Sahakar Nagar,1,0
1074,36,550,Sahakar Nagar,1,0
1173,36.85,1150,Sahakar Nagar,2,0
1183,37,1180,Sahakar Nagar,2,0
1353,38.25,913,Sahakar Nagar,2,1
1402,39,840,Sahakar Nagar,2,0
1415,39,1150,Sahakar Nagar,3,1
1436,39,1125,Sahakar Nagar,3,1
1569,40,650,Sahakar Nagar,1,1
1593,40,1225,Sahakar Nagar,3,0
1648,40,2900,Sahakar Nagar,5,0
1734,40.54,3140,Sahakar Nagar,3,1
1847,41.75,831,Sahakar Nagar,2,1
2074,43,735,Sahakar Nagar,1,0
2156,43.85,650,Sahakar Nagar,2,1
2289,45,1300,Sahakar Nagar,3,0
2345,45,645,Sahakar Nagar,1,1
2406,45,950,Sahakar Nagar,2,0
2474,45,700,Sahakar Nagar,1,1
2623,46,826,Sahakar Nagar,2,0
2700,46,1485,Sahakar Nagar,3,1
2713,46.25,680,Sahakar Nagar,1,0
2739,46.5,595,Sahakar Nagar,1,0
2745,46.56,1130,Sahakar Nagar,2,0
2765,46.96,387,Sahakar Nagar,1,1
2793,47,695,Sahakar Nagar,1,0
3036,48.5,957,Sahakar Nagar,3,1
3300,50,1400,Sahakar Nagar,3,0
3317,50,1100,Sahakar Nagar,2,0
3483,51,739,Sahakar Nagar,2,1
3613,52,900,Sahakar Nagar,2,0
3701,52.43,675,Sahakar Nagar,1,0
3712,52.5,955,Sahakar Nagar,2,0
3770,53,1350,Sahakar Nagar,2,1
3854,53.7,1600,Sahakar Nagar,3,0
3994,55,1050,Sahakar Nagar,2,0
3998,55,1073,Sahakar Nagar,2,1
4140,55,798,Sahakar Nagar,2,1
4198,55,1060,Sahakar Nagar,2,1
4209,55,955,Sahakar Nagar,2,1
4834,59.76,910,Sahakar Nagar,2,1
4945,60,1250,Sahakar Nagar,2,0
5051,60,451,Sahakar Nagar,1,1
5267,62,650,Sahakar Nagar,1,1
5333,62.8,1017,Sahakar Nagar,2,0
5472,64.5,645,Sahakar Nagar,1,0
5506,65,1200,Sahakar Nagar,2,0
5528,65,1177,Sahakar Nagar,3,0
5595,65,990,Sahakar Nagar,2,0
5608,65,735,Sahakar Nagar,1,0
5808,65.4,598,Sahakar Nagar,2,1
5951,67,2600,Sahakar Nagar,4,0
5968,67,710,Sahakar Nagar,1,0
6010,68,685,Sahakar Nagar,1,0
6078,68,2040,Sahakar Nagar,3,1
6174,69,830,Sahakar Nagar,1,1
6221,69.23,1278,Sahakar Nagar,2,0
6261,70,1475,Sahakar Nagar,3,0
6311,70,950,Sahakar Nagar,2,1
6344,70,900,Sahakar Nagar,2,0
12,11,1060,Salunke Vihar,2,0
123,18.5,650,Salunke Vihar,1,0
134,19.5,650,Salunke Vihar,1,0
149,19.9,1845,Salunke Vihar,3,0
209,22.5,1100,Salunke Vihar,2,1
517,29.9,829,Salunke Vihar,2,1
541,30,2016,Salunke Vihar,3,1
689,32,1600,Salunke Vihar,3,0
760,33,1089,Salunke Vihar,2,0
766,33,3600,Salunke Vihar,4,0
810,33.51,1340,Salunke Vihar,2,0
1125,36,850,Salunke Vihar,2,1
1149,36.5,400,Salunke Vihar,2,0
1490,39.52,675,Salunke Vihar,1,0
1496,39.71,890,Salunke Vihar,2,0
1656,40,690,Salunke Vihar,1,0
1679,40,550,Salunke Vihar,1,0
1729,40.5,1040,Salunke Vihar,2,0
1794,41,1250,Salunke Vihar,3,0
1835,41.49,900,Salunke Vihar,2,0
1949,42,660,Salunke Vihar,2,0
1986,42.3,2250,Salunke Vihar,4,1
2302,45,710,Salunke Vihar,2,0
2327,45,1150,Salunke Vihar,2,0
2481,45,915,Salunke Vihar,2,1
2638,46,510,Salunke Vihar,1,0
2761,46.86,635,Salunke Vihar,1,0
2785,47,1600,Salunke Vihar,3,0
2788,47,1100,Salunke Vihar,2,0
3018,48.23,834,Salunke Vihar,2,1
3072,49,730,Salunke Vihar,1,1
3116,49,1409,Salunke Vihar,3,1
3381,50,1100,Salunke Vihar,2,0
3498,51,1452,Salunke Vihar,3,0
3545,51.77,1640,Salunke Vihar,3,0
3610,52,610,Salunke Vihar,1,0
3800,53,860,Salunke Vihar,2,0
4006,55,600,Salunke Vihar,1,0
4321,56,1150,Salunke Vihar,2,0
4335,56,950,Salunke Vihar,2,0
4366,56,650,Salunke Vihar,1,1
4410,56.1,605,Salunke Vihar,1,1
4439,56.5,650,Salunke Vihar,1,0
4442,56.55,665,Salunke Vihar,1,1
4643,58,1350,Salunke Vihar,3,1
4720,58.27,1177,Salunke Vihar,3,1
4848,60,1080,Salunke Vihar,3,1
4922,60,764,Salunke Vihar,3,1
4939,60,565,Salunke Vihar,1,0
5078,60,850,Salunke Vihar,2,0
5102,60,1299,Salunke Vihar,2,1
5108,60,1341,Salunke Vihar,3,1
5192,61.58,1150,Salunke Vihar,2,0
5242,62,1313,Salunke Vihar,2,0
5344,63,700,Salunke Vihar,1,0
5356,63,550,Salunke Vihar,1,0
5426,64,1150,Salunke Vihar,2,1
5592,65,990,Salunke Vihar,2,0
5824,65.94,870,Salunke Vihar,2,0
6012,68,1200,Salunke Vihar,2,0
6018,68,750,Salunke Vihar,1,1
6024,68,1400,Salunke Vihar,3,0
6042,68,2000,Salunke Vihar,3,0
6141,68.75,1098,Salunke Vihar,2,1
6238,69.61,650,Salunke Vihar,1,0
6290,70,1700,Salunke Vihar,5,1
6321,70,1100,Salunke Vihar,2,0
46,15,740,Sasson Road,1,0
113,18,1590,Sasson Road,3,0
278,25,545,Sasson Road,1,0
313,25.4,1654,Sasson Road,3,0
349,26,1600,Sasson Road,3,0
469,28.93,1500,Sasson Road,3,0
483,29,1000,Sasson Road,2,1
652,32,1225,Sasson Road,2,0
799,33.28,1388,Sasson Road,2,0
942,35,1144,Sasson Road,3,0
949,35,1950,Sasson Road,3,0
1040,35.23,1077,Sasson Road,2,1
1056,35.5,550,Sasson Road,2,0
1165,36.84,1550,Sasson Road,3,0
1455,39,685,Sasson Road,1,0
1584,40,2893,Sasson Road,4,1
1589,40,1100,Sasson Road,3,0
1647,40,1040,Sasson Road,2,0
1665,40,1495,Sasson Road,3,0
1751,40.65,1200,Sasson Road,3,0
1843,41.59,1290,Sasson Road,3,1
1881,42,650,Sasson Road,1,0
1941,42,610,Sasson Road,2,0
1989,42.41,1900,Sasson Road,3,0
2065,43,735,Sasson Road,1,0
2118,43.5,2200,Sasson Road,4,1
2124,43.5,1215,Sasson Road,2,1
2139,43.6,1527,Sasson Road,3,1
2266,44.5,2700,Sasson Road,5,1
2350,45,995,Sasson Road,2,0
2368,45,1125,Sasson Road,2,1
2443,45,1287,Sasson Road,3,0
2512,45,450,Sasson Road,1,0
2619,46,1175,Sasson Road,2,1
2873,47.57,646,Sasson Road,2,1
2929,48,424,Sasson Road,1,1
2948,48,650,Sasson Road,1,0
2975,48,1648,Sasson Road,4,1
2982,48,1550,Sasson Road,3,0
3077,49,1250,Sasson Road,2,0
3129,49,1202,Sasson Road,3,1
3163,49.5,700,Sasson Road,1,0
3177,49.81,485,Sasson Road,1,0
3246,50,902,Sasson Road,2,1
3467,50.79,1100,Sasson Road,2,0
3526,51.42,784,Sasson Road,2,1
3531,51.5,525,Sasson Road,1,0
3589,52,585,Sasson Road,1,0
3654,52,1000,Sasson Road,2,0
3697,52.36,2200,Sasson Road,3,0
3709,52.5,560,Sasson Road,1,1
3772,53,1278,Sasson Road,2,0
4017,55,1065,Sasson Road,2,0
4066,55,1750,Sasson Road,3,1
4129,55,1205,Sasson Road,2,1
4182,55,1100,Sasson Road,2,0
4210,55,528,Sasson Road,2,1
4237,55,650,Sasson Road,1,0
4409,56,650,Sasson Road,1,1
4427,56.34,1100,Sasson Road,2,0
4571,57.9,786,Sasson Road,3,1
4641,58,590,Sasson Road,1,0
4673,58,610,Sasson Road,1,0
4841,59.9,1400,Sasson Road,2,0
4870,60,1000,Sasson Road,2,0
4948,60,805,Sasson Road,1,1
5340,63,1080,Sasson Road,2,0
5457,64.08,1050,Sasson Road,2,0
5473,64.5,620,Sasson Road,1,1
6036,68,3000,Sasson Road,4,0
6061,68,510,Sasson Road,2,1
6282,70,1165,Sasson Road,2,0
6291,70,1650,Sasson Road,4,1
6326,70,1600,Sasson Road,3,0
13,11.5,1095,Satara Road,2,0
14,11.5,1155,Satara Road,2,0
17,11.66,990,Satara Road,2,0
197,22,1105,Satara Road,2,0
408,27.25,989,Satara Road,2,0
410,27.5,989,Satara Road,2,0
447,28,673,Satara Road,1,1
697,32,1600,Satara Road,3,0
718,32.49,1475,Satara Road,3,0
791,33.06,900,Satara Road,2,0
958,35,620,Satara Road,1,0
1039,35.23,878,Satara Road,1,1
1169,36.85,632,Satara Road,1,0
1175,36.94,675,Satara Road,1,0
1400,39,1595,Satara Road,3,0
1550,40,950,Satara Road,2,0
1557,40,880,Satara Road,2,0
1561,40,1100,Satara Road,3,0
1616,40,1310,Satara Road,2,0
1655,40,1129,Satara Road,2,0
1944,42,430,Satara Road,1,0
1999,42.5,1050,Satara Road,2,0
2204,44,1355,Satara Road,2,0
2318,45,1045,Satara Road,2,1
2609,46,850,Satara Road,2,0
2725,46.41,615,Satara Road,1,0
2825,47,1950,Satara Road,3,0
2853,47.25,525,Satara Road,1,0
2937,48,1195,Satara Road,3,1
2946,48,586,Satara Road,2,1
3041,48.5,725,Satara Road,1,1
3097,49,340,Satara Road,1,0
3107,49,340,Satara Road,1,0
3196,50,955,Satara Road,2,1
3227,50,1051,Satara Road,2,1
3367,50,1100,Satara Road,2,0
3601,52,1050,Satara Road,2,0
3690,52.32,3200,Satara Road,5,0
3752,53,975,Satara Road,2,0
3812,53,2065,Satara Road,3,1
3896,54,900,Satara Road,2,0
3922,54,390,Satara Road,1,0
3943,54.5,1110,Satara Road,2,0
4062,55,2000,Satara Road,3,1
4179,55,500,Satara Road,1,0
4253,55.25,1140,Satara Road,2,1
4294,56,600,Satara Road,1,0
4364,56,1245,Satara Road,2,0
4457,56.85,620,Satara Road,1,0
4475,57,999,Satara Road,2,0
4545,57,761,Satara Road,2,0
4650,58,216,Satara Road,1,0
4695,58,565,Satara Road,1,0
4765,59,700,Satara Road,1,1
4985,60,750,Satara Road,2,0
5127,60.8,1250,Satara Road,3,0
5304,62,225,Satara Road,1,0
5402,63.25,650,Satara Road,1,0
5419,64,1150,Satara Road,2,1
5513,65,1697,Satara Road,3,0
5809,65.45,991,Satara Road,3,1
6112,68,600,Satara Road,1,0
6266,70,1165,Satara Road,2,0
11,11,1000,Senapati Bapat Road,2,0
25,13,2200,Senapati Bapat Road,4,0
48,15,680,Senapati Bapat Road,1,0
189,22,750,Senapati Bapat Road,2,0
277,25,1412,Senapati Bapat Road,3,0
518,29.95,802,Senapati Bapat Road,2,1
554,30,275,Senapati Bapat Road,1,0
674,32,702,Senapati Bapat Road,1,1
789,33,800,Senapati Bapat Road,2,0
928,35,550,Senapati Bapat Road,1,0
940,35,1050,Senapati Bapat Road,2,0
1158,36.6,900,Senapati Bapat Road,2,0
1163,36.8,585,Senapati Bapat Road,1,0
1190,37,7600,Senapati Bapat Road,5,0
1202,37,4000,Senapati Bapat Road,5,0
1233,37.49,575,Senapati Bapat Road,1,0
1246,37.75,1595,Senapati Bapat Road,2,0
1275,38,1270,Senapati Bapat Road,2,1
1351,38.19,1235,Senapati Bapat Road,2,1
1458,39,2150,Senapati Bapat Road,4,0
1660,40,1109,Senapati Bapat Road,3,0
1681,40,1127,Senapati Bapat Road,2,0
1691,40.1,1060,Senapati Bapat Road,2,0
1879,42,600,Senapati Bapat Road,1,0
1926,42,1750,Senapati Bapat Road,3,1
1937,42,430,Senapati Bapat Road,1,0
2167,44,400,Senapati Bapat Road,2,0
2205,44,1750,Senapati Bapat Road,3,0
2321,45,999,Senapati Bapat Road,2,0
2437,45,660,Senapati Bapat Road,1,1
2552,45.68,1010,Senapati Bapat Road,2,0
2678,46,1050,Senapati Bapat Road,2,1
2879,47.65,1140,Senapati Bapat Road,2,1
2888,47.88,1620,Senapati Bapat Road,3,1
2917,48,1060,Senapati Bapat Road,2,1
2921,48,730,Senapati Bapat Road,1,1
2955,48,650,Senapati Bapat Road,1,0
3066,48.87,1490,Senapati Bapat Road,3,1
3091,49,300,Senapati Bapat Road,1,0
3111,49,335,Senapati Bapat Road,1,0
3191,49.95,894,Senapati Bapat Road,3,1
3316,50,1100,Senapati Bapat Road,2,0
3633,52,810,Senapati Bapat Road,3,1
3683,52.17,1145,Senapati Bapat Road,2,1
3823,53.36,697,Senapati Bapat Road,2,1
3853,53.67,720,Senapati Bapat Road,2,1
4168,55,1330,Senapati Bapat Road,2,0
4373,56,650,Senapati Bapat Road,1,1
4507,57,905,Senapati Bapat Road,2,1
4612,58,1600,Senapati Bapat Road,3,1
4628,58,561,Senapati Bapat Road,1,1
4630,58,751,Senapati Bapat Road,2,1
4742,58.99,966,Senapati Bapat Road,2,0
4836,59.8,1500,Senapati Bapat Road,2,0
4865,60,975,Senapati Bapat Road,2,0
4989,60,630,Senapati Bapat Road,1,0
5089,60,1350,Senapati Bapat Road,2,0
5235,62,1645,Senapati Bapat Road,3,0
5380,63,1250,Senapati Bapat Road,3,0
5499,65,880,Senapati Bapat Road,2,0
5659,65,845,Senapati Bapat Road,2,1
5735,65,590,Senapati Bapat Road,1,0
5760,65,580,Senapati Bapat Road,1,1
5862,66,902,Senapati Bapat Road,2,1
6050,68,629,Senapati Bapat Road,2,1
6133,68.5,544,Senapati Bapat Road,1,0
6258,70,1289,Senapati Bapat Road,3,1
6329,70,1220,Senapati Bapat Road,2,0
78,16.45,560,Shaniwar Peth,1,0
562,30,275,Shaniwar Peth,1,0
569,30,1257,Shaniwar Peth,2,0
869,34.2,1340,Shaniwar Peth,3,0
944,35,1050,Shaniwar Peth,2,0
968,35,1733,Shaniwar Peth,3,0
980,35,448,Shaniwar Peth,1,0
1100,36,1440,Shaniwar Peth,3,0
1161,36.69,1400,Shaniwar Peth,3,0
1221,37.1,670,Shaniwar Peth,1,0
1282,38,675,Shaniwar Peth,1,1
1332,38,852,Shaniwar Peth,2,0
1368,38.5,305,Shaniwar Peth,1,0
1442,39,1404,Shaniwar Peth,2,0
1597,40,840,Shaniwar Peth,2,0
1627,40,1128,Shaniwar Peth,2,0
1631,40,1532,Shaniwar Peth,3,0
1715,40.43,510,Shaniwar Peth,1,0
1722,40.44,1171,Shaniwar Peth,2,0
2029,42.8,918,Shaniwar Peth,2,1
2186,44,671,Shaniwar Peth,1,0
2283,44.98,1850,Shaniwar Peth,3,0
2284,45,1200,Shaniwar Peth,3,0
2557,45.75,1850,Shaniwar Peth,3,0
2667,46,350,Shaniwar Peth,1,0
2817,47,570,Shaniwar Peth,1,1
2833,47,705,Shaniwar Peth,2,1
2842,47,300,Shaniwar Peth,1,0
3084,49,693,Shaniwar Peth,1,1
3104,49,340,Shaniwar Peth,1,0
3172,49.73,990,Shaniwar Peth,2,0
3272,50,950,Shaniwar Peth,2,0
3501,51,685,Shaniwar Peth,1,0
3558,51.91,1984,Shaniwar Peth,4,1
3814,53.11,499,Shaniwar Peth,1,1
3822,53.35,742,Shaniwar Peth,2,1
3888,54,595,Shaniwar Peth,1,0
3890,54,550,Shaniwar Peth,1,0
3920,54,390,Shaniwar Peth,1,0
4029,55,1505,Shaniwar Peth,4,0
4051,55,652,Shaniwar Peth,2,1
4064,55,3050,Shaniwar Peth,4,1
4110,55,1400,Shaniwar Peth,2,0
4249,55.15,687,Shaniwar Peth,2,1
4289,56,650,Shaniwar Peth,1,0
4293,56,432,Shaniwar Peth,1,0
4554,57.35,560,Shaniwar Peth,1,0
4644,58,500,Shaniwar Peth,1,0
4785,59,1740,Shaniwar Peth,3,1
4786,59,2160,Shaniwar Peth,3,1
4795,59,661,Shaniwar Peth,2,1
4862,60,394,Shaniwar Peth,1,1
4876,60,1023,Shaniwar Peth,2,0
4915,60,1980,Shaniwar Peth,3,0
4917,60,3000,Shaniwar Peth,4,0
5207,62,1120,Shaniwar Peth,3,0
5230,62,851,Shaniwar Peth,2,0
5347,63,697,Shaniwar Peth,1,0
5395,63,990,Shaniwar Peth,3,0
5400,63.22,1804,Shaniwar Peth,3,1
5417,64,667,Shaniwar Peth,2,0
5420,64,785,Shaniwar Peth,1,0
5486,64.7,1150,Shaniwar Peth,2,1
5487,64.79,1543,Shaniwar Peth,3,0
5733,65,585,Shaniwar Peth,1,0
5765,65,1825,Shaniwar Peth,3,0
5818,65.7,372,Shaniwar Peth,1,1
5924,67,1060,Shaniwar Peth,2,0
6023,68,1313,Shaniwar Peth,3,0
6099,68,1295,Shaniwar Peth,3,0
6125,68.4,690,Shaniwar Peth,2,0
37,14,1160,Shivaji Nagar,2,0
203,22,700,Shivaji Nagar,1,1
262,25,1600,Shivaji Nagar,3,1
464,28.88,690,Shivaji Nagar,1,1
519,29.95,709,Shivaji Nagar,2,1
653,32,1026,Shivaji Nagar,2,0
952,35,2670,Shivaji Nagar,5,0
1273,38,1200,Shivaji Nagar,2,1
1411,39,936,Shivaji Nagar,2,0
1414,39,1555,Shivaji Nagar,3,1
2006,42.54,1225,Shivaji Nagar,2,0
2051,43,1000,Shivaji Nagar,2,0
2066,43,1115,Shivaji Nagar,2,0
2070,43,1600,Shivaji Nagar,3,0
2087,43,410,Shivaji Nagar,1,1
2150,43.75,860,Shivaji Nagar,2,1
2311,45,2700,Shivaji Nagar,5,0
2707,46.13,690,Shivaji Nagar,1,1
2799,47,750,Shivaji Nagar,1,0
2816,47,515,Shivaji Nagar,1,0
2931,48,930,Shivaji Nagar,2,1
3062,48.79,960,Shivaji Nagar,2,0
3260,50,1150,Shivaji Nagar,2,0
3280,50,1355,Shivaji Nagar,3,1
3288,50,1639,Shivaji Nagar,3,1
3323,50,620,Shivaji Nagar,1,0
3396,50,950,Shivaji Nagar,2,0
3444,50.4,1140,Shivaji Nagar,3,1
3648,52,589,Shivaji Nagar,1,0
3718,52.5,1100,Shivaji Nagar,2,0
3764,53,650,Shivaji Nagar,1,0
3906,54,786,Shivaji Nagar,3,1
3950,54.54,695,Shivaji Nagar,1,0
3964,54.8,750,Shivaji Nagar,2,1
4004,55,580,Shivaji Nagar,1,0
4119,55,1100,Shivaji Nagar,2,0
4139,55,750,Shivaji Nagar,2,1
4247,55.11,1190,Shivaji Nagar,2,1
4304,56,415,Shivaji Nagar,1,0
4375,56,670,Shivaji Nagar,1,0
4501,57,1120,Shivaji Nagar,3,1
4819,59.47,1478,Shivaji Nagar,3,1
5037,60,1700,Shivaji Nagar,3,0
5144,61,1050,Shivaji Nagar,2,0
5182,61.33,540,Shivaji Nagar,1,0
5251,62,1000,Shivaji Nagar,2,0
5286,62,1050,Shivaji Nagar,3,0
5336,62.89,1050,Shivaji Nagar,2,0
5367,63,1715,Shivaji Nagar,3,0
5615,65,890,Shivaji Nagar,2,0
5802,65.26,3600,Shivaji Nagar,4,0
5803,65.3,906,Shivaji Nagar,2,1
5864,66,1600,Shivaji Nagar,3,1
5907,67,797,Shivaji Nagar,1,1
6098,68,2015,Shivaji Nagar,3,0
6114,68,1100,Shivaji Nagar,2,0
6265,70,1157,Shivaji Nagar,2,1
6307,70,1500,Shivaji Nagar,3,1
6316,70,1200,Shivaji Nagar,2,1
33,14,1050,Shukrawar Peth,2,0
47,15,636,Shukrawar Peth,1,0
59,15,670,Shukrawar Peth,1,0
138,19.5,1550,Shukrawar Peth,3,0
159,20,550,Shukrawar Peth,1,0
342,26,1067,Shukrawar Peth,2,1
350,26,1250,Shukrawar Peth,2,0
450,28.18,952,Shukrawar Peth,2,1
657,32,874,Shukrawar Peth,2,0
669,32,543,Shukrawar Peth,1,0
722,32.5,1500,Shukrawar Peth,3,1
800,33.32,1100,Shukrawar Peth,2,0
825,33.7,1065,Shukrawar Peth,2,0
833,33.95,735,Shukrawar Peth,1,0
946,35,1150,Shukrawar Peth,2,0
1253,37.8,1950,Shukrawar Peth,3,0
1386,38.65,670,Shukrawar Peth,1,0
1471,39.33,1350,Shukrawar Peth,2,0
1674,40,1250,Shukrawar Peth,2,0
1742,40.6,1600,Shukrawar Peth,3,0
1761,40.95,860,Shukrawar Peth,1,0
1772,41,980,Shukrawar Peth,2,0
1793,41,650,Shukrawar Peth,1,0
1827,41.23,1250,Shukrawar Peth,3,0
1828,41.3,1721,Shukrawar Peth,3,0
1965,42,720,Shukrawar Peth,1,0
2000,42.5,630,Shukrawar Peth,1,0
2041,42.87,1050,Shukrawar Peth,2,0
2100,43,665,Shukrawar Peth,1,1
2128,43.5,1040,Shukrawar Peth,2,1
2196,44,920,Shukrawar Peth,2,1
2214,44,993,Shukrawar Peth,2,1
2370,45,600,Shukrawar Peth,1,0
2432,45,1300,Shukrawar Peth,2,0
2477,45,1150,Shukrawar Peth,2,0
2543,45.5,888,Shukrawar Peth,2,0
2570,45.9,2195,Shukrawar Peth,3,0
2813,47,1350,Shukrawar Peth,3,1
2836,47,1700,Shukrawar Peth,3,0
2956,48,610,Shukrawar Peth,1,0
2994,48,1054,Shukrawar Peth,2,0
3040,48.5,1450,Shukrawar Peth,2,0
3099,49,350,Shukrawar Peth,1,0
3355,50,335,Shukrawar Peth,1,1
3488,51,1060,Shukrawar Peth,2,0
3602,52,1600,Shukrawar Peth,3,0
3665,52,675,Shukrawar Peth,1,1
3870,54,685,Shukrawar Peth,1,0
3897,54,2780,Shukrawar Peth,4,1
4065,55,1585,Shukrawar Peth,2,1
4261,55.47,1602,Shukrawar Peth,2,1
4446,56.7,830,Shukrawar Peth,2,1
4478,57,820,Shukrawar Peth,2,0
4510,57,930,Shukrawar Peth,2,0
4546,57,560,Shukrawar Peth,1,0
4793,59,664,Shukrawar Peth,2,1
4805,59,525,Shukrawar Peth,1,0
4849,60,850,Shukrawar Peth,2,0
4923,60,338,Shukrawar Peth,1,1
5067,60,997,Shukrawar Peth,3,1
5163,61,645,Shukrawar Peth,1,0
5482,64.5,1200,Shukrawar Peth,2,0
5535,65,315,Shukrawar Peth,1,1
5551,65,1550,Shukrawar Peth,3,1
5559,65,527,Shukrawar Peth,2,1
5662,65,907,Shukrawar Peth,2,1
5704,65,585,Shukrawar Peth,1,0
5834,66,780,Shukrawar Peth,2,0
5881,66,700,Shukrawar Peth,1,0
5885,66,650,Shukrawar Peth,1,0
5944,67,640,Shukrawar Peth,1,1
6064,68,348,Shukrawar Peth,1,1
6088,68,1850,Shukrawar Peth,3,0
6142,68.75,505,Shukrawar Peth,2,1
6172,69,528,Shukrawar Peth,1,0
6293,70,800,Shukrawar Peth,2,0
52,15,1850,Sinhagad Road,3,0
129,19,1160,Sinhagad Road,2,0
371,27,619,Sinhagad Road,1,0
406,27,305,Sinhagad Road,1,0
550,30,600,Sinhagad Road,2,0
572,30,1052,Sinhagad Road,2,0
624,31.37,400,Sinhagad Road,1,0
688,32,700,Sinhagad Road,1,0
917,35,1423,Sinhagad Road,3,1
988,35,757,Sinhagad Road,1,1
1193,37,922,Sinhagad Road,2,0
1373,38.5,800,Sinhagad Road,3,0
1416,39,1855,Sinhagad Road,3,0
1602,40,3200,Sinhagad Road,5,0
1646,40,1470,Sinhagad Road,3,0
1704,40.39,555,Sinhagad Road,1,0
1850,41.94,1011,Sinhagad Road,2,1
1970,42,800,Sinhagad Road,2,1
1991,42.47,2300,Sinhagad Road,4,0
2129,43.51,2015,Sinhagad Road,4,1
2153,43.79,1137,Sinhagad Road,2,1
2200,44,1095,Sinhagad Road,2,0
2231,44,905,Sinhagad Road,2,0
2461,45,1296,Sinhagad Road,3,0
2653,46,700,Sinhagad Road,2,1
2868,47.4,1046,Sinhagad Road,3,1
3153,49.5,910,Sinhagad Road,2,0
3173,49.75,700,Sinhagad Road,2,0
3282,50,843,Sinhagad Road,2,1
3640,52,1096,Sinhagad Road,2,1
3686,52.2,785,Sinhagad Road,2,0
3768,53,685,Sinhagad Road,1,1
3977,55,750,Sinhagad Road,1,0
4134,55,841,Sinhagad Road,2,1
4256,55.38,1500,Sinhagad Road,3,0
4315,56,590,Sinhagad Road,1,0
4353,56,695,Sinhagad Road,1,0
4356,56,846,Sinhagad Road,2,0
4363,56,665,Sinhagad Road,1,1
4420,56.13,1050,Sinhagad Road,2,0
4482,57,1010,Sinhagad Road,2,0
4599,58,450,Sinhagad Road,1,1
4654,58,750,Sinhagad Road,2,0
4741,58.99,940,Sinhagad Road,2,0
4827,59.6,910,Sinhagad Road,2,1
4919,60,585,Sinhagad Road,1,0
5291,62,873,Sinhagad Road,2,0
5329,62.71,1017,Sinhagad Road,2,0
5352,63,655,Sinhagad Road,1,0
5495,65,1050,Sinhagad Road,3,0
5568,65,598,Sinhagad Road,2,1
5700,65,500,Sinhagad Road,1,1
5719,65,580,Sinhagad Road,1,0
5869,66,1100,Sinhagad Road,2,0
5906,67,1150,Sinhagad Road,3,1
6028,68,525,Sinhagad Road,1,0
6137,68.59,426,Sinhagad Road,1,1
6345,70,1380,Sinhagad Road,3,0
61,15,1800,Somwar Peth,3,0
158,20,720,Somwar Peth,1,0
439,28,2665,Somwar Peth,3,0
465,28.88,1070,Somwar Peth,2,0
468,28.88,3000,Somwar Peth,4,0
651,32,505,Somwar Peth,1,1
723,32.5,1786,Somwar Peth,3,0
1080,36,839,Somwar Peth,2,0
1139,36.28,1505,Somwar Peth,3,1
1210,37,1000,Somwar Peth,2,0
1213,37,1200,Somwar Peth,2,0
1226,37.29,1064,Somwar Peth,2,0
1241,37.62,1000,Somwar Peth,2,0
1311,38,510,Somwar Peth,1,0
1383,38.65,670,Somwar Peth,1,0
1431,39,975,Somwar Peth,2,1
1612,40,1560,Somwar Peth,3,0
